campaign_id,campaign_name,campaign_type,channel,target_audience,geography,start_date,end_date,budget_allocated,amount_spent,impressions,clicks,leads_generated,conversions,revenue_generated,ctr,conversion_rate,cpc,cpa,customer_acquisition_cost,campaign_status,quarter,year,satisfaction_score,bounce_rate,engagement_rate,roi_percentage,campaign_duration_days,budget_utilization,revenue_per_impression,revenue_per_click,cost_efficiency_ratio,lead_to_conversion_rate,profit,profit_margin,is_profitable,campaign_month,campaign_quarter,roi_category,budget_tier,performance_score
CAMP_3552,Black Friday Retention - Social Media 2022,Retention,Social Media,Professionals 25-35,North America,2022-04-18,2022-05-18,10426.49,9379.98,742173,6310,255,75,12898.43,0.8502,1.1886,1.49,125.07,156.34,Completed,Q2,2022,3.5,67.22,13.19,37.51,30,89.96,0.0174,2.04,1.38,29.41,3518.45,27.28,True,April,2,Low (0-50%),Small (5K-25K),3.5
CAMP_2306,Winter Conversion Push - SEO 2024,Conversion,SEO,Senior 50+,North America,2024-06-07,2024-07-07,9191.68,1969.51,39620,1694,76,16,1060.51,4.2756,0.9445,1.16,123.09,153.86,Cancelled,Q2,2024,3.8,85.25,10.46,-46.15,30,21.43,0.0268,0.63,0.54,21.05,-909.0,-85.71,False,June,2,Negative ROI,Small (5K-25K),5.66
CAMP_5000,Premium Conversion Push - Influencer 2022,Conversion,Influencer,Professionals 25-35,Asia Pacific,2022-02-18,2022-02-25,3017.37,2320.28,360875,9977,104,35,10919.5,2.7647,0.3508,0.23,66.29,82.86,Active,Q1,2022,3.2,68.73,9.02,370.61,7,76.9,0.0303,1.09,4.71,33.65,8599.22,78.75,True,February,1,Exceptional (300%+),Micro (<5K),4.78
CAMP_1313,Webinar Win-back - Affiliate 2022,Re-engagement,Affiliate,Parents,North America,2022-01-04,2022-03-20,16339.74,16166.93,1250193,25810,752,218,91525.68,2.0645,0.8446,0.63,74.16,92.7,Active,Q1,2022,3.3,92.0,3.22,466.13,75,98.94,0.0732,3.55,5.66,28.99,75358.75,82.34,True,January,1,Exceptional (300%+),Small (5K-25K),5.51
CAMP_0965,Winter Brand Awareness - Content Marketing 2023,Brand Awareness,Content Marketing,Students,Europe,2023-09-02,2023-09-09,2843.85,2227.1,45999,1224,33,3,842.66,2.6609,0.2451,1.82,742.37,927.96,Completed,Q3,2023,2.0,58.915800000000004,17.82,-62.16,7,78.31,0.0183,0.69,0.38,9.09,-1384.44,-164.29,False,September,3,Negative ROI,Micro (<5K),2.83
CAMP_0018,Winter Conversion Push - Instagram Ads 2022,Lead Generation,SEO,Young Adults 18-25,Latin America,2022-03-15,2022-08-12,50492.91,7375.49,271042,6767,441,87,3383.26,2.4967,1.2857,1.09,84.78,105.98,Cancelled,Q1,2022,3.6,81.31,4.69,-54.13,150,14.61,0.0125,0.5,0.46,19.73,-3992.23,-118.0,False,March,1,Negative ROI,Medium (25K-100K),4.76
CAMP_7802,Monsoon Conversion Push - Email 2024,Conversion,Email,Parents,Europe,2024-08-09,2024-09-23,25446.34,23597.79,935263,19394,1023,503,50820.72,2.0736,2.5936,1.22,46.91,58.64,Completed,Q3,2024,4.7,74.31,7.68,115.36,45,92.74,0.0543,2.62,2.15,49.17,27222.93,53.57,True,August,3,Medium (50-150%),Medium (25K-100K),7.61
CAMP_2441,Win-back Win-back - Google Ads 2023,Re-engagement,Google Ads,Students,Asia Pacific,2023-08-23,2023-10-07,1358.2884,767.57,22601,559,17,2,364.3,2.4733,0.3578,1.37,383.78,479.72,Completed,Q3,2023,3.8,88.81,2.45,-52.54,45,56.51,0.0161,0.65,0.47,11.76,-403.27,-110.7,False,August,3,Negative ROI,Micro (<5K),2.93
CAMP_8073,Holiday Conversion Push - YouTube 2024,Conversion,YouTube,Young Adults 18-25,Europe,2024-01-21,2024-02-20,60961.78,54211.75,19253549,90672,2531,1107,169717.11,0.4709,1.2209,0.6,48.97,61.21,Active,Q1,2024,3.6,92.0,0.3,213.06,30,88.93,0.0088,1.87,3.13,43.74,115505.36,68.06,True,January,1,High (150-300%),Medium (25K-100K),3.91
CAMP_0463,Newsletter Brand Awareness - Google Ads 2022,Brand Awareness,Google Ads,Professionals 25-35,North America,2022-10-13,2022-10-20,22875.39,22549.93,96398,5966,216,28,31415.53,6.1889,0.4693,3.78,805.35,1006.69,Completed,Q4,2022,4.2,69.11,14.66,39.32,7,98.58,0.3259,5.27,1.39,12.96,8865.6,28.22,True,October,4,Low (0-50%),Small (5K-25K),6.7
CAMP_3438,Cyber Monday Conversion Push - Facebook Ads 2022,Conversion,Facebook Ads,Mid-Age 35-50,Latin America,2022-10-30,2023-03-29,10462.41,7244.07,471619,4633,252,87,10166.68,0.9824,1.8778,1.56,83.27,104.09,Active,Q4,2022,3.6,74.3,8.78,40.34,150,69.24,0.0216,2.19,1.4,34.52,2922.61,28.75,True,October,4,Low (0-50%),Small (5K-25K),4.98
CAMP_4273,Autumn Brand Awareness - Influencer 2022,Brand Awareness,Influencer,Senior 50+,North America,2022-11-17,2023-02-15,51459.52,27199.31,4222540,31043,369,53,3115.22,0.7352,0.1707,0.88,513.19,641.49,Paused,Q4,2022,4.0,70.41,6.25,-88.55,90,52.86,0.0007,0.1,0.11,14.36,-24084.09,-773.11,False,November,4,Negative ROI,Medium (25K-100K),0.93
CAMP_4377,Holiday Brand Awareness - Facebook Ads 2024,Brand Awareness,Facebook Ads,Students,Asia Pacific,2024-06-14,2024-08-13,41418.65,22008.1,1092490,18621,250,23,1211.01,1.7045,0.1235,1.18,956.87,1196.09,Paused,Q2,2024,2.7,85.72,3.61,-94.5,60,53.14,0.0011,0.07,0.06,9.2,-20797.09,-1717.33,False,June,2,Negative ROI,Medium (25K-100K),1.65
CAMP_7701,Black Friday Conversion Push - Instagram Ads 2023,Conversion,Instagram Ads,Professionals 25-35,Europe,2023-06-18,2023-12-15,8195.25,8071.48,769389,4961,101,17,2729.12,0.6448,0.3427,1.63,474.79,593.49,Completed,Q2,2023,3.4,81.01,8.35,-66.19,180,98.49,0.0035,0.55,0.34,16.83,-5342.36,-195.75,False,June,2,Negative ROI,Small (5K-25K),1.27
CAMP_9339,Black Friday Win-back - Google Ads 2022,Re-engagement,Google Ads,Professionals 25-35,North America,2022-02-18,2022-08-17,9810.65,5981.21,102778,2270,141,32,12355.57,2.2086,1.4097,2.63,186.91,233.64,Active,Q1,2022,3.2,86.01,2.6,106.57,180,60.97,0.1202,5.44,2.07,22.7,6374.36,51.59,True,February,1,Medium (50-150%),Small (5K-25K),5.37
CAMP_4281,Evergreen Win-back - Content Marketing 2024,Re-engagement,Content Marketing,Mid-Age 35-50,Asia Pacific,2024-10-05,2024-11-04,48672.97,46145.56,3115339,30730,1245,221,42063.37,0.9864,0.7192,1.5,208.8,261.0,Completed,Q4,2024,2.1,71.88,3.61,-8.85,30,94.81,0.0135,1.37,0.91,17.75,-4082.19,-9.7,False,October,4,Negative ROI,Medium (25K-100K),2.52
CAMP_5541,Webinar Lead Gen - Content Marketing 2023,Lead Generation,Content Marketing,Mid-Age 35-50,North America,2023-12-12,2024-03-11,12475.99,11253.36,376752,7445,738,212,5210.77,1.9761,2.8475,1.51,53.08,66.35,Completed,Q4,2023,3.7,89.31,4.59,-53.7,90,90.2,0.0138,0.7,0.46,28.73,-6042.59,-115.96,False,December,4,Negative ROI,Small (5K-25K),7.38
CAMP_9335,Holiday Win-back - Instagram Ads 2022,Re-engagement,Instagram Ads,Senior 50+,Africa,2022-04-19,2022-10-16,3848.38,3341.28,324088,3159,88,8,905.58,0.9747,0.2532,1.06,417.66,522.08,Completed,Q2,2022,4.2,79.59,7.39,-72.9,180,86.82,0.0028,0.29,0.27,9.09,-2435.7,-268.97,False,April,2,Negative ROI,Micro (<5K),1.35
CAMP_0274,Referral Retention - SEO 2022,Retention,SEO,Professionals 25-35,Asia Pacific,2022-12-08,2023-02-21,14922.85,6974.5,212490,5260,119,48,9997.57,2.4754,0.9125,1.33,145.3,181.62,Paused,Q4,2022,4.0,79.04,13.89,43.34,75,46.74,0.047,1.9,1.43,40.34,3023.07,30.24,True,December,4,Low (0-50%),Small (5K-25K),4.39
CAMP_6527,Monsoon Retention - Influencer 2024,Retention,Influencer,Mid-Age 35-50,Europe,2024-03-20,2024-05-19,52613.96,50275.86,5325118,44856,1454,415,65077.48,0.8423,0.9252,1.12,121.15,151.44,Completed,Q1,2024,3.8,68.21,2.05,29.44,60,95.56,0.0122,1.45,1.29,28.54,14801.62,22.74,True,March,1,Low (0-50%),Medium (25K-100K),2.95
CAMP_1921,New Year Conversion Push - SEO 2022,Conversion,SEO,Professionals 25-35,Europe,2022-09-03,2022-11-17,1779.09,1565.19,38303,9977,111,27,4463.9,26.0476,0.2706,0.16,57.97,72.46,Completed,Q3,2022,3.5,86.85,0.57,185.2,75,87.98,0.1165,0.45,2.85,24.32,2898.71,64.94,True,September,3,High (150-300%),Micro (<5K),24.0
CAMP_6405,Cyber Monday Win-back - Content Marketing 2024,Re-engagement,Content Marketing,Parents,Asia Pacific,2024-03-17,2024-03-24,20672.57,19328.65,614470,13228,595,165,13345.22,2.1527,1.2474,1.46,117.14,146.43,Completed,Q1,2024,3.1,84.78,4.62,-30.96,7,93.5,0.0217,1.01,0.69,27.73,-5983.43,-44.84,False,March,1,Negative ROI,Small (5K-25K),4.48
CAMP_5152,Holiday Win-back - Facebook Ads 2022,Re-engagement,Facebook Ads,Mid-Age 35-50,North America,2022-10-07,2022-10-14,2780.56,2672.72,109332,1763,97,43,3682.92,1.6125,2.439,1.52,62.16,77.7,Completed,Q4,2022,3.7,92.0,5.66,37.8,7,96.12,0.0337,2.09,1.38,44.33,1010.2,27.43,True,October,4,Low (0-50%),Micro (<5K),6.61
CAMP_2724,Loyalty Win-back - Content Marketing 2023,Re-engagement,Content Marketing,Mid-Age 35-50,North America,2023-10-22,2024-01-20,58863.86,52886.17,3896438,40961,1319,345,60757.02,1.0512,0.8423,1.29,153.29,191.61,Completed,Q4,2023,3.7,74.76,7.9,14.88,90,89.84,0.0156,1.48,1.15,26.16,7870.85,12.95,True,October,4,Low (0-50%),Medium (25K-100K),2.91
CAMP_7440,Loyalty Conversion Push - Influencer 2024,Conversion,Influencer,Parents,North America,2024-04-12,2024-04-19,12404.0,9362.7,813939,7508,326,82,33118.01,0.9224,1.0922,1.25,114.18,142.73,Completed,Q2,2024,3.1,90.58,5.85,253.72,7,75.48,0.0407,4.41,3.54,25.15,23755.31,71.73,True,April,2,High (150-300%),Small (5K-25K),4.2
CAMP_5077,Webinar Retention - Email 2023,Retention,Email,Students,North America,2023-04-26,2023-05-10,12636.9,8532.24,588686,16883,533,256,31367.64,2.8679,1.5163,0.51,33.33,41.66,Paused,Q2,2023,3.6,84.85,7.68,267.64,14,67.52,0.0533,1.86,3.68,48.03,22835.4,72.8,True,April,2,High (150-300%),Small (5K-25K),6.77
CAMP_0241,Product Launch Retention - Influencer 2024,Retention,Influencer,Mid-Age 35-50,Latin America,2024-08-14,2024-11-12,11097.86,10176.82,1391371,10204,305,152,26656.21,0.7334,1.4896,1.0,66.95,83.69,Active,Q3,2024,4.0,92.0,6.29,161.93,90,91.7,0.0192,2.61,2.62,49.84,16479.39,61.82,True,August,3,High (150-300%),Small (5K-25K),4.47
CAMP_7528,Back to School Win-back - Email 2022,Re-engagement,Email,Professionals 25-35,Africa,2022-01-08,2022-03-09,27826.31,20213.76,1220372,32298,869,198,20409.78,2.6466,0.613,0.63,102.09,127.61,Completed,Q1,2022,3.9,73.7,13.28,0.97,60,72.64,0.0167,0.63,1.01,22.78,196.02,0.96,True,January,1,Low (0-50%),Medium (25K-100K),3.78
CAMP_6369,Loyalty Win-back - SEO 2022,Re-engagement,SEO,Professionals 25-35,Middle East,2022-08-17,2022-11-15,3180.69,2694.31,85843,2237,64,27,3344.81,2.6059,1.207,1.2,99.79,124.74,Completed,Q3,2022,3.5,79.77,3.0,24.14,90,84.71,0.039,1.5,1.24,42.19,650.5,19.45,True,August,3,Low (0-50%),Micro (<5K),5.0
CAMP_3679,Summer Win-back - Email 2023,Re-engagement,Email,Mid-Age 35-50,North America,2023-03-09,2023-03-23,32036.87,31997.85,1859900,36407,1034,212,45247.69,1.9575,0.5823,0.88,150.93,188.66,Completed,Q1,2023,3.1,92.0,4.45,41.41,14,99.88,0.0243,1.24,1.41,20.5,13249.84,29.28,True,March,1,Low (0-50%),Medium (25K-100K),3.28
CAMP_5955,Brand Refresh Win-back - Social Media 2023,Re-engagement,Social Media,Professionals 25-35,Asia Pacific,2023-05-10,2023-05-31,3974.51,2989.16,279422,2598,53,12,3060.98,0.9298,0.4619,1.15,249.1,311.38,Completed,Q2,2023,3.2,67.1,12.21,2.4,21,75.21,0.011,1.18,1.02,22.64,71.82,2.35,True,May,2,Low (0-50%),Micro (<5K),2.01
CAMP_6189,Holiday Lead Gen - SEO 2023,Lead Generation,SEO,Young Adults 18-25,Latin America,2023-08-08,2024-02-04,1470.43,1156.8,50452,1155,94,22,3591.1,2.2893,1.9048,1.0,52.58,65.72,Completed,Q3,2023,3.0,71.58,18.32,210.43,180,78.67,0.0712,3.11,3.1,23.4,2434.3,67.79,True,August,3,High (150-300%),Micro (<5K),6.81
CAMP_1778,Back to School Win-back - Google Ads 2022,Re-engagement,Google Ads,Parents,Asia Pacific,2022-12-09,2022-12-30,30175.1,29096.98,253715,15829,652,147,10720.94,6.2389,0.9287,1.84,197.94,247.42,Completed,Q4,2022,3.8,86.59,4.52,-63.15,21,96.43,0.0423,0.68,0.37,22.55,-18376.04,-171.4,False,December,4,Negative ROI,Medium (25K-100K),7.26
CAMP_9108,Holiday Win-back - Google Ads 2023,Lead Generation,Google Ads,Parents,Middle East,2023-03-13,2023-09-09,1675.91,1301.23,27927,582,21,4,1978.86,2.084,0.6873,2.24,325.31,406.64,Completed,Q1,2023,3.7,78.07,13.87,52.08,180,77.64,0.0709,3.4,1.52,19.05,677.63,34.24,True,March,1,Medium (50-150%),Micro (<5K),3.64
CAMP_4842,Winter Lead Gen - Influencer 2024,Lead Generation,Influencer,Professionals 25-35,Europe,2024-06-07,2024-06-14,38334.81,40251.55,6024284,39014,2082,445,64030.86,0.6476,1.1406,1.03,90.45,113.06,Completed,Q2,2024,4.1,84.53,6.7,59.08,7,105.0,0.0106,1.64,1.59,21.37,23779.31,37.14,True,June,2,Medium (50-150%),Medium (25K-100K),3.32
CAMP_4021,Holiday Conversion Push - Influencer 2023,Conversion,Influencer,Mid-Age 35-50,Africa,2023-01-27,2023-02-03,3325.79,2918.63,245835,2319,59,17,4185.36,0.9433,0.7331,1.26,171.68,214.6,Completed,Q1,2023,4.1,89.68,3.31,43.4,7,87.76,0.017,1.8,1.43,28.81,1266.73,30.27,True,January,1,Low (0-50%),Micro (<5K),2.71
CAMP_7521,Brand Refresh Retention - Google Ads 2022,Retention,Google Ads,Mid-Age 35-50,Asia Pacific,2022-08-23,2023-02-19,75023.95,74371.32,1031631,29084,2322,853,231420.23,2.8192,2.9329,2.56,87.19,108.99,Completed,Q3,2022,4.2,87.58,2.97,211.17,180,99.13,0.2243,7.96,3.11,36.74,157048.91,67.86,True,August,3,High (150-300%),Medium (25K-100K),9.28
CAMP_4331,Autumn Retention - Content Marketing 2024,Retention,Content Marketing,Professionals 25-35,Asia Pacific,2024-08-15,2024-08-22,6705.48,5982.13,189984,5419,441,228,47253.55,2.8523,4.2074,1.1,26.24,32.8,Completed,Q3,2024,3.7,73.93,0.73,689.91,7,89.21,0.2487,8.72,7.9,51.7,41271.42,87.34,True,August,3,Exceptional (300%+),Small (5K-25K),13.64
CAMP_1405,Newsletter Conversion Push - YouTube 2022,Conversion,YouTube,Professionals 25-35,Europe,2022-03-03,2022-07-31,4869.22,4515.76,1580542,9461,179,47,1861.15,0.5986,0.4968,0.48,96.08,120.1,Completed,Q1,2022,3.3,85.49,1.86,-58.79,150,92.74,0.0012,0.2,0.41,26.26,-2654.61,-142.63,False,March,1,Negative ROI,Micro (<5K),1.56
CAMP_4385,Webinar Brand Awareness - Content Marketing 2024,Brand Awareness,Content Marketing,Professionals 25-35,North America,2024-09-29,2025-03-28,10232.42,6302.56,190830,3542,110,16,719.37,1.8561,0.4517,1.78,393.91,492.39,Paused,Q3,2024,3.8,77.46,7.7,-88.59,180,61.59,0.0038,0.2,0.11,14.55,-5583.19,-776.12,False,September,3,Negative ROI,Small (5K-25K),2.44
CAMP_6605,Win-back Win-back - SEO 2024,Re-engagement,SEO,Mid-Age 35-50,Africa,2024-11-20,2025-02-03,8172.67,7176.82,191463,5946,158,49,6786.96,3.1056,0.8241,1.21,146.47,183.09,Completed,Q4,2024,3.1,81.04,4.42,-5.43,75,87.81,0.0354,1.14,0.95,31.01,-389.86,-5.74,False,November,4,Negative ROI,Small (5K-25K),4.57
CAMP_4549,Monsoon Retention - Email 2024,Retention,Email,Senior 50+,Asia Pacific,2024-08-21,2024-10-05,7907.81,7506.26,438491,11293,669,286,40019.93,2.5754,2.5325,0.66,26.25,32.81,Completed,Q3,2024,4.2,90.91,6.9,433.15,45,94.92,0.0913,3.54,5.33,42.75,32513.67,81.24,True,August,3,Exceptional (300%+),Small (5K-25K),9.14
CAMP_8391,Upsell Lead Gen - Content Marketing 2022,Lead Generation,Content Marketing,Professionals 25-35,Africa,2022-11-18,2022-12-02,107169.74,92669.44,4569686,66603,5315,1446,230184.65,1.4575,2.1711,1.39,64.09,80.11,Completed,Q4,2022,4.6,92.0,6.1,148.39,14,86.47,0.0504,3.46,2.48,27.21,137515.21,59.74,True,November,4,Medium (50-150%),Large (100K-250K),6.38
CAMP_7337,Loyalty Lead Gen - Social Media 2023,Lead Generation,Social Media,Students,Asia Pacific,2023-09-09,2024-01-07,11701.07,11771.12,816230,9444,502,76,4810.48,1.157,0.8047,1.25,154.88,193.6,Completed,Q3,2023,4.9,77.68,5.68,-59.13,120,100.6,0.0059,0.51,0.41,15.14,-6960.64,-144.7,False,September,3,Negative ROI,Small (5K-25K),2.65
CAMP_1813,Summer Win-back - YouTube 2024,Re-engagement,YouTube,Students,North America,2024-10-13,2025-02-10,6897.63,7242.51,5143552,13936,218,26,3105.48,0.2709,0.1866,0.52,278.56,348.2,Completed,Q4,2024,3.2,69.18,18.43,-57.12,120,105.0,0.0006,0.22,0.43,11.93,-4137.03,-133.22,False,October,4,Negative ROI,Small (5K-25K),0.68
CAMP_6859,Summer Conversion Push - YouTube 2024,Conversion,YouTube,Mid-Age 35-50,North America,2024-10-04,2024-11-18,14811.17,10168.88,6119033,18425,345,81,10404.4,0.3011,0.4396,0.55,125.54,156.93,Paused,Q4,2024,3.7,61.25,14.53,2.32,45,68.66,0.0017,0.56,1.02,23.48,235.52,2.26,True,October,4,Low (0-50%),Small (5K-25K),1.43
CAMP_1445,New Year Conversion Push - Influencer 2023,Conversion,Influencer,Mid-Age 35-50,North America,2023-07-21,2023-09-04,1973.04,1276.5,213437,1655,44,17,3082.09,0.7754,1.0272,0.77,75.09,93.86,Active,Q3,2023,4.5,83.15,5.8,141.45,45,64.7,0.0144,1.86,2.41,38.64,1805.59,58.58,True,July,3,Medium (50-150%),Micro (<5K),3.52
CAMP_0775,Holiday Brand Awareness - Content Marketing 2022,Brand Awareness,Content Marketing,Students,North America,2022-01-25,2022-02-08,19417.31,18198.81,411764,7061,262,19,2270.86,1.7148,0.2691,2.58,957.83,1197.29,Completed,Q1,2022,3.2,83.48,2.73,-87.52,14,93.72,0.0055,0.32,0.12,7.25,-15927.95,-701.41,False,January,1,Negative ROI,Small (5K-25K),1.97
CAMP_1098,Cyber Monday Brand Awareness - Email 2023,Brand Awareness,Email,Young Adults 18-25,Europe,2023-09-24,2023-12-08,20858.82,4196.38,171719,4833,119,22,209.5,2.8145,0.4552,0.87,190.74,238.42,Cancelled,Q3,2023,3.6,86.37,5.77,-95.01,75,20.12,0.0012,0.04,0.05,18.49,-3986.88,-1903.05,False,September,3,Negative ROI,Small (5K-25K),3.25
CAMP_2129,Winter Lead Gen - Content Marketing 2023,Lead Generation,Content Marketing,Professionals 25-35,Asia Pacific,2023-07-06,2023-07-27,38198.32,21189.33,597062,12289,1341,243,7051.61,2.0582,1.9774,1.72,87.2,109.0,Paused,Q3,2023,3.2,72.71,7.22,-66.72,21,55.47,0.0118,0.57,0.33,18.12,-14137.72,-200.49,False,July,3,Negative ROI,Medium (25K-100K),5.69
CAMP_8508,Back to School Brand Awareness - Facebook Ads 2023,Brand Awareness,Facebook Ads,Mid-Age 35-50,Europe,2023-03-17,2023-05-31,31890.15,28300.76,1787339,21260,264,29,5901.67,1.1895,0.1364,1.33,975.89,1219.86,Completed,Q1,2023,2.3,71.84,7.7,-79.15,75,88.74,0.0033,0.28,0.21,10.98,-22399.09,-379.54,False,March,1,Negative ROI,Medium (25K-100K),1.29
CAMP_6499,Spring Brand Awareness - Google Ads 2022,Brand Awareness,Google Ads,Parents,Europe,2022-03-13,2022-05-27,4956.58,4478.74,34626,9977,50,11,2377.25,28.8136,0.1103,0.45,407.16,508.95,Completed,Q1,2022,3.1,79.35,6.16,-46.92,75,90.36,0.0687,0.24,0.53,22.0,-2101.49,-88.4,False,March,1,Negative ROI,Micro (<5K),25.19
CAMP_1628,Product Launch Brand Awareness - YouTube 2024,Brand Awareness,YouTube,Parents,Asia Pacific,2024-09-18,2024-11-17,163137.2499999997,127311.12,19253741,142660,1975,150,33570.25,0.7409,0.1051,0.89,848.74,1060.92,Active,Q3,2024,3.3,90.14,14.33,-73.63,60,78.04,0.0017,0.24,0.26,7.59,-93740.87,-279.24,False,September,3,Negative ROI,Large (100K-250K),0.86
CAMP_6904,Premium Win-back - SEO 2024,Re-engagement,SEO,Senior 50+,Latin America,2024-05-09,2024-08-07,14301.03,12457.99,293045,10844,413,85,4645.98,3.7005,0.7838,1.15,146.56,183.2,Completed,Q2,2024,2.8,77.42,5.65,-62.71,90,87.11,0.0159,0.43,0.37,20.58,-7812.01,-168.15,False,May,2,Negative ROI,Small (5K-25K),4.78
CAMP_7544,Holiday Win-back - SEO 2024,Re-engagement,SEO,Senior 50+,North America,2024-10-18,2024-12-02,19541.91,20009.62,976554,21526,567,106,63474.67,2.2043,0.4924,0.93,188.77,235.96,Completed,Q4,2024,4.6,71.71,10.9,217.22,45,102.39,0.065,2.95,3.17,18.69,43465.05,68.48,True,October,4,High (150-300%),Small (5K-25K),3.99
CAMP_8863,Festive Lead Gen - Affiliate 2022,Lead Generation,Affiliate,Parents,North America,2022-03-07,2022-04-06,38169.27,40077.73,2648170,57860,3803,1345,132191.62,2.1849,2.3246,0.69,29.8,37.25,Completed,Q1,2022,3.6,90.05,2.09,229.84,30,105.0,0.0499,2.28,3.3,35.37,92113.89,69.68,True,March,1,High (150-300%),Medium (25K-100K),7.62
CAMP_8441,New Year Brand Awareness - Content Marketing 2024,Brand Awareness,Content Marketing,Young Adults 18-25,North America,2024-10-15,2024-12-29,2659.34,2335.88,96349,1578,41,4,278.96,1.6378,0.2535,1.48,583.97,729.96,Active,Q4,2024,3.4,88.21,3.44,-88.06,75,87.84,0.0029,0.18,0.12,9.76,-2056.92,-737.35,False,October,4,Negative ROI,Micro (<5K),1.87
CAMP_3180,New Year Brand Awareness - YouTube 2022,Brand Awareness,YouTube,Professionals 25-35,Europe,2022-05-07,2022-09-04,20053.57,21056.25,10167248,43296,477,37,2960.02,0.4258,0.0855,0.49,569.09,711.36,Completed,Q2,2022,4.3,84.58,6.33,-85.94,120,105.0,0.0003,0.07,0.14,7.76,-18096.23,-611.35,False,May,2,Negative ROI,Small (5K-25K),0.5
CAMP_6564,Brand Refresh Conversion Push - Social Media 2022,Conversion,Social Media,Parents,Europe,2022-09-18,2022-09-25,95505.23,84286.99,5752134,75915,2554,871,194460.73,1.3198,1.1473,1.11,96.77,120.96,Completed,Q3,2022,3.7,78.15,3.27,130.71,7,88.25,0.0338,2.56,2.31,34.1,110173.74,56.66,True,September,3,Medium (50-150%),Medium (25K-100K),4.18
CAMP_9942,Premium Lead Gen - Instagram Ads 2024,Lead Generation,Instagram Ads,Parents,North America,2024-06-22,2024-07-13,24628.18,25859.59,1283497,17783,720,153,34093.62,1.3855,0.8604,1.45,169.02,211.28,Completed,Q2,2024,2.5,84.54,9.22,31.84,21,105.0,0.0266,1.92,1.32,21.25,8234.03,24.15,True,June,2,Low (0-50%),Small (5K-25K),3.3
CAMP_6223,Product Launch Retention - Affiliate 2023,Retention,Affiliate,Professionals 25-35,Latin America,2023-03-14,2023-03-28,14747.98,10654.52,453942,9216,778,128,8627.14,2.0302,1.3889,1.16,83.24,104.05,Completed,Q1,2023,3.3,89.62,5.28,-19.03,14,72.24,0.019,0.94,0.81,16.45,-2027.38,-23.5,False,March,1,Negative ROI,Small (5K-25K),4.7
CAMP_7103,Referral Lead Gen - Influencer 2022,Lead Generation,Influencer,Senior 50+,North America,2022-07-11,2022-08-10,83691.08,17775.82,2034040,17171,1033,139,8817.55,0.8442,0.8095,1.04,127.88,159.85,Cancelled,Q3,2022,5.0,68.31,13.29,-50.4,30,21.24,0.0043,0.51,0.5,13.46,-8958.27,-101.6,False,July,3,Negative ROI,Medium (25K-100K),2.42
CAMP_5546,Loyalty Brand Awareness - SEO 2024,Brand Awareness,SEO,Young Adults 18-25,Middle East,2024-09-03,2024-11-17,30820.97,28008.68,799659,20493,429,63,7523.93,2.5627,0.3074,1.37,444.58,555.72,Completed,Q3,2024,4.1,85.01,10.55,-73.14,75,90.88,0.0094,0.37,0.27,14.69,-20484.75,-272.26,False,September,3,Negative ROI,Medium (25K-100K),2.83
CAMP_1944,New Year Win-back - SEO 2022,Re-engagement,SEO,Professionals 25-35,Europe,2022-12-30,2023-06-28,32300.38,28865.14,1091784,26324,1145,450,38360.85,2.4111,1.7095,1.1,64.14,80.18,Completed,Q4,2022,3.5,69.97,8.7,32.9,180,89.36,0.0351,1.46,1.33,39.3,9495.71,24.75,True,December,4,Low (0-50%),Medium (25K-100K),5.85
CAMP_1434,New Year Brand Awareness - Instagram Ads 2024,Brand Awareness,Instagram Ads,Young Adults 18-25,North America,2024-10-11,2025-04-09,12414.64,10630.87,1372386,9350,134,15,1019.52,0.6813,0.1604,1.14,708.72,885.9,Completed,Q4,2024,2.7,67.66,11.12,-90.41,180,85.63,0.0007,0.11,0.1,11.19,-9611.35,-942.73,False,October,4,Negative ROI,Small (5K-25K),0.85
CAMP_0224,Festive Conversion Push - SEO 2022,Conversion,SEO,Mid-Age 35-50,North America,2022-08-31,2022-11-29,38846.57,24938.61,363003,20720,835,208,58316.73,5.7079,1.0039,1.2,119.9,149.88,Active,Q3,2022,4.0,78.89,11.61,133.84,90,64.2,0.1607,2.81,2.34,24.91,33378.12,57.24,True,August,3,Medium (50-150%),Medium (25K-100K),7.7
CAMP_9209,Cyber Monday Win-back - Social Media 2023,Re-engagement,Social Media,Parents,Europe,2023-12-19,2024-01-18,20651.0,14072.61,1016774,14142,630,131,13962.06,1.3909,0.9263,1.0,107.42,134.28,Active,Q4,2023,4.6,67.49,7.79,-0.79,30,68.14,0.0137,0.99,0.99,20.79,-110.55,-0.79,False,December,4,Negative ROI,Small (5K-25K),3.31
CAMP_0665,New Year Win-back - SEO 2023,Re-engagement,SEO,Mid-Age 35-50,Middle East,2023-11-19,2024-01-03,8139.56,7529.91,196376,5661,324,91,21653.05,2.8827,1.6075,1.33,82.75,103.44,Completed,Q4,2023,3.6,84.61,5.39,187.56,45,92.51,0.1103,3.82,2.88,28.09,14123.14,65.22,True,November,4,High (150-300%),Small (5K-25K),6.65
