campaign_id,campaign_name,campaign_type,channel,target_audience,geography,start_date,end_date,budget_allocated,amount_spent,impressions,clicks,leads_generated,conversions,revenue_generated,ctr,conversion_rate,cpc,cpa,customer_acquisition_cost,campaign_status,quarter,year,satisfaction_score,bounce_rate,engagement_rate,roi_percentage
CAMP_8397,Spring Win-back - YouTube 2022,Re-engagement,YouTube,Parents,Europe,2022-04-16,2022-09-13,50142.47,31382.58,8365445.0,38899.0,868.0,158.0,8787.06,0.465,0.4062,0.81,198.62,248.28,Paused,Q2,2022.0,3.3,73.4,8.67,-72.0
CAMP_2415,Monsoon Conversion Push - Influencer 2022,Conversion,Influencer,Mid-Age 35-50,Asia Pacific,2022-06-29,2022-10-27,107714.45,111208.53,9610389.0,96351.0,2826.0,1020.0,183352.09,1.0026,1.0586,1.15,109.03,136.28,Completed,Q2,2022.0,3.4,92.0,7.45,64.87
CAMP_9517,Summer Retention - Google Ads 2024,Retention,Google Ads,Mid-Age 35-50,North America,2024-06-12,2024-07-03,200760.4,184714.11,2783697.0,85448.0,4716.0,2235.0,581062.69,3.0696,2.6156,2.16,82.65,103.31,Completed,Q2,2024.0,3.3,84.47,9.8,214.57
CAMP_6285,Autumn Win-back - SEO 2023,Re-engagement,SEO,Parents,North America,2023-02-27,2023-04-13,50697.91,48520.75,1207102.0,37746.0,1046.0,203.0,48104.75,3.127,0.5378,1.29,239.02,298.77,Completed,Q1,2023.0,2.6,80.15,10.22,-0.86
CAMP_9234,Webinar Brand Awareness - Social Media 2023,Brand Awareness,Social Media,Students,Africa,2023-05-01,2023-09-28,11356.27,9149.38,,7842.0,118.0,8.0,646.79,0.9926,0.102,1.17,1143.67,1429.59,Completed,Q2,2023.0,4.7,86.49,2.55,-92.93
CAMP_6400,Spring Retention - Content Marketing 2023,Retention,Content Marketing,Mid-Age 35-50,Europe,2023-11-22,2024-02-05,19334.01,17249.29,673150.0,9752.0,350.0,124.0,59965.47,1.4487,1.2715,1.77,139.11,173.88,Completed,Q4,2023.0,4.1,84.6,7.21,247.64
CAMP_0231,Spring Conversion Push - Email 2024,Conversion,email,Mid-Age 35-50,North America,2024-06-12,2024-07-03,9878.96,10353.77,254512.0,13447.0,386.0,143.0,47656.77,5.2834,1.0634,0.77,72.4,90.5,Completed,Q2,2024.0,3.7,73.23,10.05,360.28
CAMP_8734,Winter Lead Gen - Email 2022,Lead Generation,Email,Parents,North America,2022-10-04,2022-11-03,2550.66,2368.79,278544.0,2955.0,163.0,56.0,14359.9,1.0609,1.8951,0.8,42.3,52.87,Completed,Q4,2022.0,3.4,79.82,12.21,506.21
CAMP_0227,Cyber Monday Win-back - Facebook Ads 2024,Re-engagement,Facebook Ads,Professionals 25-35,North America,2024-03-14,2024-03-28,70161.81,65217.45,5105947.0,47180.0,965.0,190.0,31101.62,0.924,0.4027,1.38,343.25,429.06,Completed,Q1,2024.0,4.0,81.3,3.61,-52.31
CAMP_2635,Back to School Conversion Push - Email 2023,Conversion,Email,Young Adults 18-25,Asia Pacific,2023-12-10,2024-02-08,443850.77,226174.87,7972712.0,246054.0,9860.0,4683.0,169522.54,3.0862,1.9032,0.92,48.3,60.37,Paused,Q4,2023.0,3.6,72.11,15.95,-25.05
CAMP_7935,Winter Conversion Push - Email 2024,Conversion,Email,Professionals 25-35,,2024-07-08,2025-01-04,22777.4,20765.03,799266.0,20171.0,941.0,371.0,140155.67,2.5237,1.8393,1.03,55.97,69.96,Completed,Q3,2024.0,4.4,72.09,16.04,574.96
CAMP_7342,Premium Brand Awareness - Email 2024,Brand Awareness,Email,Students,North America,2024-06-27,2024-11-24,10263.2,8647.59,240069.0,10728.0,286.0,32.0,3112.71,4.4687,0.2983,0.81,270.24,337.8,Completed,Q2,2024.0,3.5,87.39,0.8,-64.0
CAMP_7411,Cyber Monday Win-back - SEO 2024,Re-engagement,SEO,Young Adults 18-25,North America,2024-01-16,2024-03-16,4835.84,1507.55,71464.0,1460.0,,14.0,238.15,2.043,0.9589,1.03,107.68,134.6,Cancelled,Q1,2024.0,3.7,72.72,5.13,-84.2
CAMP_2143,Back to School Conversion Push - Affiliate 2022,Conversion,Affiliate,Mid-Age 35-50,Europe,2022-07-12,2022-07-19,23532.87,21567.01,1032948.0,20248.0,842.0,367.0,82851.71,1.9602,1.8125,1.07,58.77,73.46,Completed,Q3,2022.0,2.9,78.07,5.04,
CAMP_7993,Loyalty Lead Gen - SEO 2022,Lead Generation,SEO,Parents,North America,2022-10-13,2023-03-12,10829.86,8640.74,319123.0,8263.0,566.0,123.0,6850.75,2.5893,1.4886,1.05,70.25,87.81,Active,Q4,2022.0,3.3,84.89,3.48,-20.72
CAMP_6742,Autumn Lead Gen - Email 2023,Lead Generation,Email,Parents,north america,2023-03-28,2023-04-18,56282.85,29590.35,1275223.0,47006.0,4842.0,1802.0,241435.81,3.6861,3.8336,0.63,16.42,20.53,Paused,Q1,2023.0,3.2,76.78,9.96,715.93
CAMP_7698,Monsoon Lead Gen - Affiliate 2023,Lead Generation,Affiliate,Senior 50+,Europe,2023-09-10,2023-09-24,5691.15,5244.22,215474.0,5681.0,312.0,77.0,7789.69,2.6365,1.3554,0.92,68.11,85.13,Active,Q3,2023.0,3.5,85.01,2.87,48.54
CAMP_7991,Summer Lead Gen - Social Media 2023,Lead Generation,Social Media,Young Adults 18-25,Europe,2023-11-23,2024-02-06,7161.98,6705.84,548091.0,4926.0,251.0,48.0,7379.95,0.8988,0.9744,1.36,139.71,174.63,Completed,Q4,2023.0,3.5,80.33,9.7,10.05
CAMP_2887,Win-back Lead Gen - Facebook Ads 2024,Lead Generation,Facebook Ads,Mid-Age 35-50,North America,2024-08-19,2024-11-17,53180.85,48252.41,3763701.0,,2081.0,690.0,30832.64,0.8689,2.11,1.48,69.93,87.41,completed,Q3,2024.0,3.9,83.23,6.4,-36.1
CAMP_1186,Spring Lead Gen - Facebook Ads 2022,Lead Generation,Facebook Ads,Young Adults 18-25,Asia Pacific,2022-11-23,2022-12-07,17493.4,5419.47,171749.0,2900.0,125.0,19.0,1301.24,1.6885,0.6552,1.87,285.24,356.54,Cancelled,Q4,2022.0,2.9,92.0,3.61,-75.99
CAMP_9553,Winter Brand Awareness - Content Marketing 2022,Brand Awareness,Content Marketing,Mid-Age 35-50,North America,2022-11-11,2023-04-10,1652.73,1518.89,30221.0,854.0,26.0,3.0,243.02,2.8258,0.3513,1.78,506.3,632.87,Completed,Q4,2022.0,3.6,81.58,9.96,-84.0
CAMP_7224,Brand Refresh Conversion Push - Social Media 2024,Conversion,Social Media,Professionals 25-35,Africa,2024-07-08,2024-10-06,16350.07,16356.65,918431.0,9748.0,304.0,141.0,37380.41,1.0614,1.4465,1.68,116.0,145.01,Completed,Q3,2024.0,4.0,73.42,12.17,128.53
CAMP_4917,Back to School Lead Gen - Social Media 2024,Lead Generation,Social Media,Professionals 25-35,Middle East,2024-02-10,2024-03-02,41307.82,26740.82,1722739.0,19745.0,1127.0,268.0,28663.47,1.1461,1.3573,1.35,99.78,124.72,Completed,Q1,2024.0,4.4,78.24,0.3,7.19
CAMP_4378,,Conversion,Social Media,Young Adults 18-25,Africa,2022-01-22,2022-02-05,113070.7,79408.25,4407478.0,67627.0,3815.0,788.0,50993.32,1.5344,1.1652,1.17,100.77,125.96,Completed,Q1,2022.0,4.1,91.56,10.87,-35.78
CAMP_2679,Summer Retention - Affiliate 2023,Retention,Affiliate,Parents,Latin America,2023-09-12,2023-12-11,32540.28,28709.52,2716891.0,40092.0,2232.0,772.0,247365.16,1.4757,1.9256,0.72,37.19,46.49,Completed,Q3,2023.0,3.2,77.95,12.9,761.61
CAMP_9053,Black Friday Lead Gen - Google Ads 2022,Lead Generation,Google Ads,Mid-Age 35-50,North America,2022-08-25,2022-09-15,129990.32,114636.8,1126563.0,46603.0,4458.0,1930.0,379740.54,4.1367,4.1414,2.46,59.4,74.25,Completed,Q3,2022.0,3.3,80.64,2.32,231.26
CAMP_9975,Webinar Lead Gen - Influencer 2022,Lead Generation,Influencer,Senior 50+,Middle East,2022-11-28,2023-02-11,9183.5,8259.3,907022.0,7698.0,368.0,70.0,22388.65,0.8487,0.9093,1.07,117.99,147.49,Active,Q4,2022.0,3.5,92.0,7.59,171.07
CAMP_3736,Loyalty Retention - YouTube 2022,Retention,YouTube,Mid-Age 35-50,Europe,2022-03-22,2022-09-18,4923.05,2399.35,358596.0,3337.0,81.0,17.0,1792.46,0.9306,0.5094,0.72,141.14,176.42,Paused,Q1,2022.0,4.3,92.0,7.59,-25.29
CAMP_4320,Brand Refresh Win-back - YouTube 2022,Re-engagement,YouTube,Parents,North America,2022-07-19,2022-08-18,49678.0,48015.76,9903755.0,58337.0,1538.0,203.0,28726.38,0.589,0.348,0.82,236.53,295.66,Completed,Q3,2022.0,3.6,83.15,14.21,-40.17
CAMP_5306,Webinar Retention - Facebook Ads 2023,Retention,Facebook Ads,Professionals 25-35,Europe,2023-02-18,2023-06-18,28027.79,17384.3,408204.0,8456.0,300.0,88.0,20091.76,2.0715,1.0407,2.06,197.55,246.94,Active,Q1,2023.0,3.9,91.46,6.84,15.57
CAMP_9597,Holiday Retention - Email 2023,Retention,Email,Students,Europe,2023-05-14,2023-05-28,14303.27,10997.55,692630.0,15818.0,368.0,95.0,16449.1,2.2838,0.6006,0.7,115.76,144.7,Active,Q2,2023.0,4.8,92.0,4.05,49.57
CAMP_1100,Loyalty Retention - Social Media 2024,Retention,Social Media,Young Adults 18-25,North America,2024-08-13,2024-08-27,35221.16,30933.64,2035485.0,18988.0,472.0,125.0,18004.02,0.9328,0.6583,1.63,247.47,309.34,Completed,Q3,2024.0,3.1,78.38,16.13,-41.8
CAMP_1136,Festive Retention - Email 2022,Retention,Email,Mid-Age 35-50,Africa,2022-01-31,2022-03-17,10972.87,7198.08,342190.0,,587.0,231.0,30638.0,2.4025,2.8099,0.88,31.16,38.95,Completed,Q1,2022.0,5.0,77.78,8.62,325.64
CAMP_3779,Newsletter Brand Awareness - Instagram Ads 2022,Brand Awareness,Instagram Ads,Parents,Africa,2022-05-14,2022-06-04,3054.89,1629.07,153964.0,1744.0,,3.0,44.32,1.1327,0.172,0.93,543.02,678.78,Paused,Q2,2022.0,4.1,83.26,7.41,-97.28
CAMP_4398,Premium Win-back - Facebook Ads 2024,Re-engagement,Facebook Ads,Professionals 25-35,,2024-07-09,2024-10-07,28924.44,24457.53,1714654.0,14142.0,520.0,149.0,38810.02,0.8248,1.0536,1.73,164.14,205.18,Completed,Q3,2024.0,4.1,80.48,7.85,58.68
CAMP_9220,Product Launch Brand Awareness - Facebook Ads 2023,brand awareness,Facebook Ads,Young Adults 18-25,Europe,2023-12-15,2024-02-28,19792.14,20781.75,1271375.0,15878.0,211.0,33.0,16244.52,1.2489,0.2078,1.31,629.75,787.19,Completed,Q4,2023.0,2.1,89.56,1.22,-21.83
CAMP_3790,Product Launch Retention - Instagram Ads 2024,retention,Instagram Ads,Professionals 25-35,north america,2024-10-19,2025-01-02,54621.77,50926.32,3042020.0,35501.0,1261.0,335.0,97880.58,1.167,0.9436,1.43,152.02,190.02,Completed,Q4,2024.0,4.1,73.22,10.37,92.2
CAMP_8514,Loyalty Win-back - SEO 2023,Re-engagement,SEO,Mid-Age 35-50,North America,2023-11-11,2024-01-10,39038.63,30907.25,1175010.0,29599.0,776.0,171.0,11515.06,2.519,0.5777,1.04,180.74,225.93,Active,Q4,2023.0,2.8,77.08,9.85,-62.74
CAMP_7785,Monsoon Lead Gen - Affiliate 2023,Lead Generation,Affiliate,Mid-Age 35-50,Asia Pacific,2023-08-14,2023-08-21,16840.98,17436.47,790069.0,21346.0,1830.0,527.0,176427.85,2.7018,2.4688,0.82,33.09,41.36,Completed,Q3,2023.0,1.9,76.92,9.86,911.83
CAMP_6070,Win-back Lead Gen - Facebook Ads 2022,Lead Generation,Facebook Ads,Young Adults 18-25,Middle East,2022-11-27,2022-12-04,12078.82,6643.35,218767.0,4354.0,401.0,103.0,11615.93,1.9902,2.3656,1.53,64.5,80.62,Completed,Q4,2022.0,2.1,79.19,3.09,74.85
CAMP_8273,Newsletter Retention - Social Media 2022,Retention,Social Media,Senior 50+,Middle East,2022-04-02,2022-07-01,6357.45,5061.73,475454.0,4879.0,164.0,55.0,13371.38,1.0262,1.1273,1.04,92.03,115.04,Completed,Q2,2022.0,4.6,88.65,3.2,164.17
CAMP_3839,Loyalty Lead Gen - Instagram Ads 2022,Lead Generation,Instagram Ads,Mid-Age 35-50,Europe,2022-10-03,2022-12-02,18229.63,19141.11,1614211.0,10096.0,297.0,82.0,15932.76,0.6254,0.8122,1.9,233.43,291.79,Completed,Q4,2022.0,2.7,77.83,12.02,-16.76
CAMP_0884,New Year Lead Gen - Affiliate 2023,Lead Generation,Affiliate,Mid-Age 35-50,Asia Pacific,2023-06-26,2023-07-17,27898.59,4089.36,142403.0,3883.0,339.0,52.0,706.58,2.7268,1.3392,1.05,78.64,98.3,Cancelled,Q2,2023.0,4.6,90.42,2.83,-82.72
CAMP_9288,Upsell Win-back - Google Ads 2023,Re-engagement,Google Ads,Mid-Age 35-50,Africa,2023-04-20,2023-06-19,118338.68,78315.84,1046924.0,36239.0,1218.0,447.0,48525.87,3.4615,1.2335,2.16,175.2,219.0,Paused,Q2,2023.0,3.4,92.0,3.84,-38.04
CAMP_9444,Product Launch Retention - Influencer 2023,Retention,Influencer,Professionals 25-35,North America,2023-04-20,2023-07-04,36695.64,27680.58,2575683.0,31243.0,780.0,230.0,66170.41,1.213,0.7362,0.89,120.35,150.44,,Q2,2023.0,3.0,80.56,0.3,139.05
CAMP_0306,Festive Conversion Push - Social Media 2022,Conversion,Social Media,Students,Asia Pacific,2022-07-14,2022-07-28,6149.98,4424.85,686482.0,4355.0,121.0,22.0,1845.02,0.6344,0.5052,1.02,201.13,251.41,Active,Q3,2022.0,3.8,92.0,6.84,-58.3
CAMP_5974,New Year Retention - SEO 2024,Retention,SEO,Parents,Middle East,2024-05-28,2024-08-11,8679.69,6985.29,216439.0,5991.0,426.0,,23231.79,2.768,2.5872,1.17,45.07,56.33,Completed,Q2,2024.0,3.4,77.36,6.66,232.58
CAMP_6763,Spring Win-back - Content Marketing 2022,Re-engagement,Content Marketing,Mid-Age 35-50,North America,2022-12-07,2023-02-05,27303.99,21278.01,1654506.0,16206.0,484.0,168.0,52271.02,0.9795,1.0367,1.31,126.65,158.32,Completed,Q4,2022.0,4.0,66.56,14.78,145.66
CAMP_9700,Summer Lead Gen - Facebook Ads 2024,Lead Generation,Facebook Ads,Professionals 25-35,Europe,2024-10-28,2025-01-26,2149.76,1987.14,106435.0,1410.0,89.0,24.0,6774.16,1.3248,1.7021,1.41,82.8,103.5,Completed,Q4,2024.0,3.7,87.7,7.0,240.9
CAMP_8408,Upsell Win-back - Instagram Ads 2023,Re-engagement,Instagram Ads,Professionals 25-35,Asia Pacific,2023-09-11,2023-12-10,29342.79,30809.93,3207364.0,23514.0,899.0,115.0,8947.05,0.7331,0.4891,1.31,267.91,334.89,Completed,Q3,2023.0,3.9,82.92,9.42,-70.96
CAMP_7527,Brand Refresh Lead Gen - Facebook Ads 2023,Lead Generation,Facebook Ads,Young Adults 18-25,Asia Pacific,2023-09-01,2024-01-29,9793.0,9924.75,467188.0,7032.0,678.0,184.0,26207.73,1.5052,2.6166,1.41,53.94,67.42,Completed,Q3,2023.0,3.5,72.57,11.9,164.06
CAMP_9352,Evergreen Lead Gen - Content Marketing 2024,Lead Generation,Content Marketing,Professionals 25-35,Middle East,2024-08-22,2024-10-21,8445.3,7033.65,156316.0,4281.0,448.0,98.0,10445.97,2.7387,2.2892,1.64,71.77,89.71,Completed,Q3,2024.0,2.5,92.0,0.3,48.51
CAMP_1333,Premium Brand Awareness - Email 2023,Brand Awareness,Email,Senior 50+,europe,2023-05-14,2023-07-13,9205.63,5465.13,585087.0,6784.0,111.0,5.0,699.7,1.1595,0.0737,0.81,1093.03,1366.28,Paused,Q2,2023.0,2.5,77.78,4.25,-87.2
CAMP_9724,Holiday Retention - Google Ads 2023,Retention,Google Ads,Students,Asia Pacific,2023-09-27,2023-11-11,40597.47,35527.44,432321.0,15524.0,510.0,111.0,18515.47,3.5909,0.715,2.29,320.07,400.08,Completed,Q3,2023.0,3.7,74.82,6.11,-47.88
CAMP_7350,Spring Lead Gen - Google Ads 2023,Lead Generation,Google Ads,Young Adults 18-25,Europe,2023-06-13,2023-08-27,7873.01,8266.66,73083.0,3240.0,302.0,84.0,26429.33,4.4333,2.5926,2.55,98.41,123.02,Completed,Q2,2023.0,2.7,92.0,4.38,219.71
CAMP_5783,Premium Brand Awareness - Social Media 2022,Brand Awareness,Social Media,Young Adults 18-25,Asia Pacific,2022-02-05,2022-02-12,8492.41,7023.43,464126.0,6210.0,74.0,8.0,447.32,1.338,0.1288,1.13,877.93,1097.41,Active,Q1,2022.0,2.2,75.72,7.21,-93.63
CAMP_9778,Premium Conversion Push - SEO 2024,Conversion,SEO,Parents,Asia Pacific,2024-10-03,2025-01-01,15456.24,15179.74,300578.0,12946.0,511.0,157.0,10641.27,4.307,1.2127,1.17,96.69,120.86,Completed,Q4,2024.0,3.2,87.47,3.84,-29.9
CAMP_1539,Back to School Lead Gen - YouTube 2022,Lead Generation,YouTube,Professionals 25-35,North America,2022-07-02,2022-07-16,50490.72,43327.07,14048286.0,71279.0,2832.0,352.0,172003.79,0.5074,0.4938,0.61,123.09,153.86,Completed,Q3,2022.0,3.2,70.65,14.27,296.99
CAMP_2359,New Year Conversion Push - YouTube 2022,Conversion,YouTube,Professionals 25-35,Asia Pacific,2022-03-19,2022-04-18,27757.48,16521.29,3329303.0,21116.0,435.0,121.0,9274.58,0.6342,0.573,0.78,136.54,170.67,paused,Q1,2022.0,3.5,86.1,8.74,-43.86
CAMP_7869,Webinar Retention - Google Ads 2022,Retention,google ads,Mid-Age 35-50,Europe,2022-08-06,2022-12-04,25362.29,15361.71,188005.0,6733.0,388.0,180.0,42247.71,3.5813,2.6734,2.28,85.34,106.68,Active,Q3,2022.0,4.0,92.0,2.31,175.02
CAMP_3975,Spring Retention - Google Ads 2024,Retention,Google Ads,Young Adults 18-25,North America,2024-05-21,2024-08-19,14425.82,12818.23,158301.0,5543.0,245.0,93.0,32601.24,3.5016,1.6778,2.31,137.83,172.29,,Q2,2024.0,2.7,80.15,7.97,154.33
CAMP_4522,Winter Win-back - SEO 2023,Re-engagement,SEO,Professionals 25-35,Europe,2023-04-08,2023-10-05,37647.89,30191.76,1053982.0,29179.0,1228.0,362.0,80923.65,2.7685,1.2406,1.03,83.4,104.25,Completed,Q2,2023.0,3.2,71.88,13.02,168.03
CAMP_6028,Newsletter Retention - Content Marketing 2022,Retention,Content Marketing,Senior 50+,North America,2022-05-24,2022-05-08,6222.47,4885.94,212224.0,4147.0,124.0,58.0,13008.62,1.9541,1.3986,1.18,84.24,105.3,active,Q2,2022.0,2.1,90.52,10.85,166.25
CAMP_2039,Monsoon Retention - Instagram Ads 2023,Retention,Instagram Ads,Students,Asia Pacific,2023-05-08,2023-05-29,2320.7,2195.93,197788.0,1764.0,59.0,10.0,1518.19,0.8919,0.5669,1.24,219.59,274.49,completed,Q2,2023.0,3.5,87.02,9.39,-30.86
CAMP_3349,Newsletter Retention - SEO 2022,Retention,SEO,Professionals 25-35,North America,2022-10-23,2022-12-07,8458.07,7727.13,269524.0,6518.0,343.0,114.0,22809.39,2.4183,1.749,1.19,67.78,84.73,Completed,Q4,2022.0,5.0,85.81,0.85,195.19
CAMP_8422,Brand Refresh Win-back - Google Ads 2022,Re-engagement,Google Ads,Senior 50+,Latin America,2022-05-13,2022-07-12,3118.03,2617.75,30787.0,1163.0,56.0,8.0,999.88,3.7776,0.6879,2.25,327.22,409.02,Completed,Q2,2022.0,3.6,80.04,5.51,-61.8
CAMP_6659,Monsoon Conversion Push - YouTube 2024,Conversion,YouTube,Senior 50+,Middle East,2024-06-03,2024-07-03,16582.12,13642.46,4552969.0,19051.0,440.0,96.0,27674.16,0.4184,0.5039,0.72,142.11,177.64,Active,Q2,2024.0,2.9,74.03,15.51,102.85
CAMP_3457,Monsoon Brand Awareness - Google Ads 2023,Brand Awareness,Google Ads,Students,latin america,2023-03-28,2023-08-25,8775.69,8304.21,95258.0,2950.0,70.0,11.0,1414.82,3.0969,0.3729,2.81,754.93,943.66,Active,Q1,2023.0,3.1,76.77,8.36,-82.96
CAMP_6248,Premium Win-back - Email 2024,Re-engagement,Email,Mid-Age 35-50,North America,2024-05-03,2024-05-17,31947.98,33545.38,996258.0,41043.0,1204.0,209.0,38360.36,4.1197,0.5092,0.82,160.5,200.63,Completed,Q2,2024.0,3.9,73.79,9.8,14.35
CAMP_5423,Product Launch Brand Awareness - YouTube 2024,Brand Awareness,YouTube,Mid-Age 35-50,Latin America,2024-11-11,2024-11-18,37623.41,22943.44,2944173.0,33313.0,528.0,64.0,2450.55,1.1315,0.1921,0.69,358.49,448.11,Paused,Q4,2024.0,2.7,76.3,12.91,-89.32
CAMP_4074,Upsell Lead Gen - YouTube 2022,Lead Generation,YouTube,Mid-Age 35-50,Asia Pacific,2022-10-17,2022-12-01,3503.08,3678.23,1227244.0,5818.0,202.0,39.0,15552.63,0.4741,0.6703,0.63,94.31,117.89,Completed,Q4,2022.0,4.0,56.13,13.67,322.83
CAMP_1206,Referral Win-back - Google Ads 2022,Re-engagement,Google Ads,Professionals 25-35,Europe,2022-05-26,2022-07-10,4468.87,4349.95,53984.0,2118.0,124.0,33.0,8357.4,3.9234,1.5581,2.05,131.82,164.77,Completed,Q2,2022.0,2.6,71.87,9.48,92.13
CAMP_3109,Product Launch Retention - Facebook Ads 2022,Retention,Facebook Ads,Professionals 25-35,Asia Pacific,2022-09-04,2022-09-11,21508.18,17805.27,964907.0,12578.0,1029.0,318.0,53268.6,1.3035,2.5282,1.42,55.99,69.99,,Q3,2022.0,2.6,69.5,8.94,199.17
CAMP_0692,Flash Sale Lead Gen - Instagram Ads 2022,Lead Generation,Instagram Ads,Students,North America,2022-04-03,2022-08-01,5147.06,5404.41,381918.0,3665.0,216.0,32.0,2808.75,0.9596,0.8731,1.47,168.89,211.11,Completed,Q2,2022.0,4.3,69.0,11.76,-48.03
CAMP_8503,Referral Conversion Push - Influencer 2024,Conversion,Influencer,Young Adults 18-25,Asia Pacific,2024-06-17,2024-06-24,4174.89,3353.57,415032.0,2850.0,143.0,28.0,16474.55,0.6867,0.9825,1.18,119.77,149.71,Completed,Q2,2024.0,5.0,68.53,14.21,391.25
CAMP_6386,Festive Lead Gen - Social Media 2022,Lead Generation,Social Media,Parents,Europe,2022-10-04,2022-10-11,7910.4,7520.75,732182.0,6573.0,374.0,42.0,3659.96,0.8977,0.639,1.14,179.07,223.83,Completed,Q4,2022.0,4.3,82.82,5.59,-51.34
CAMP_0475,Holiday Conversion Push - Instagram Ads 2022,Conversion,Instagram Ads,Mid-Age 35-50,Asia Pacific,2022-07-29,2022-12-26,6612.21,6632.24,346215.0,4661.0,158.0,49.0,3004.1,1.3463,,1.42,135.35,169.19,Completed,Q3,2022.0,3.5,83.55,5.89,-54.7
CAMP_5576,Loyalty Brand Awareness - Influencer 2023,Brand Awareness,Influencer,Parents,Europe,2023-04-23,2023-07-07,17694.27,18578.98,1519411.0,14238.0,237.0,45.0,6434.35,0.9371,0.3161,1.3,412.87,516.08,Completed,Q2,2023.0,4.0,87.23,12.66,-65.37
CAMP_1053,Product Launch Brand Awareness - SEO 2023,brand awareness,SEO,Students,North America,2023-03-13,2023-04-12,16067.53,15478.09,500035.0,16034.0,193.0,27.0,3173.46,3.2066,0.1684,0.97,573.26,716.58,Completed,Q1,2023.0,3.1,82.81,8.59,-79.5
CAMP_4666,Spring Lead Gen - Facebook Ads 2023,Lead Generation,Facebook Ads,Senior 50+,North America,2023-11-19,2024-03-18,2679.62,2629.42,111332.0,1793.0,120.0,19.0,2435.17,1.6105,1.0597,1.47,138.39,172.99,Active,Q4,2023.0,2.7,78.22,3.94,-7.39
CAMP_4202,Festive Retention - SEO 2023,Retention,SEO,Professionals 25-35,north america,2023-11-03,2024-05-01,23050.92,17437.96,351835.0,12328.0,731.0,275.0,54100.25,3.5039,2.2307,1.41,63.41,79.26,Completed,Q4,2023.0,2.9,120.25231252927836,8.98,210.24
CAMP_7782,Festive Retention - Google Ads 2024,Retention,Google Ads,Parents,Europe,2024-05-30,2024-08-13,3560.69,2945.79,22948.0,1204.0,68.0,18.0,9139.88,5.2466,1.495,2.45,163.66,204.57,Completed,Q2,2024.0,4.1,83.5,7.4,210.27
CAMP_8589,Evergreen Retention - Influencer 2024,Retention,Influencer,Students,Europe,2024-07-01,2024-07-08,16337.57,13839.55,1009202.0,10444.0,385.0,60.0,15379.06,1.0349,0.5745,1.33,230.66,288.32,Completed,Q3,2024.0,4.0,88.6,3.7,-5.87
CAMP_8446,Summer Brand Awareness - Instagram Ads 2023,Brand Awareness,Instagram Ads,Mid-Age 35-50,Asia Pacific,2023-11-18,2024-01-17,22357.39,21733.09,2089896.0,16954.0,253.0,51.0,9481.28,0.8112,0.3008,1.28,426.14,532.67,Completed,Q4,2023.0,2.7,72.29,13.0,-56.37
CAMP_1423,Newsletter Brand Awareness - Affiliate 2022,Brand Awareness,Affiliate,Professionals 25-35,Latin America,2022-04-25,2022-05-16,30752.4,25426.11,1149733.0,32084.0,692.0,117.0,13512.55,2.7906,0.3647,0.79,217.32,271.65,Completed,Q2,2022.0,3.6,72.66,9.26,-46.86
CAMP_2502,Webinar Brand Awareness - Google Ads 2022,Brand Awareness,Google Ads,Young Adults 18-25,Middle East,2022-09-30,2023-03-29,62569.23,40817.43,383546.0,15613.0,377.0,49.0,4834.36,4.0707,0.3138,2.61,833.01,1041.26,Active,Q3,2022.0,2.2,92.0,2.61,-88.16
CAMP_3552,Black Friday Retention - Social Media 2022,Retention,Social Media,Professionals 25-35,North America,2022-04-18,2022-05-18,10426.49,9379.98,742173.0,6310.0,255.0,75.0,12898.43,0.8502,1.1886,1.49,125.07,156.33,Completed,Q2,2022.0,3.5,67.22,13.19,37.51
CAMP_2306,Winter Conversion Push - SEO 2024,Conversion,SEO,Senior 50+,North America,2024-06-07,2024-07-07,9191.68,1969.51,39620.0,1694.0,76.0,16.0,1060.51,,0.9445,1.16,123.09,153.87,Cancelled,Q2,2024.0,3.8,85.25,10.46,-46.15
CAMP_5000,Premium Conversion Push - Influencer 2022,Conversion,Influencer,Professionals 25-35,Asia Pacific,2022-02-18,2022-02-25,3017.37,2320.28,360875.0,,104.0,35.0,10919.5,0.6224,1.5583,1.03,66.29,82.87,Active,Q1,2022.0,3.2,68.73,9.02,370.61
CAMP_1313,Webinar Win-back - Affiliate 2022,Re-engagement,Affiliate,Parents,North America,2022-01-04,2022-03-20,16339.74,16166.93,1250193.0,25810.0,752.0,218.0,91525.68,2.0645,0.8446,0.63,74.16,92.7,Active,Q1,2022.0,3.3,92.0,3.22,466.13
CAMP_0965,Winter Brand Awareness - Content Marketing 2023,Brand Awareness,Content Marketing,Students,Europe,2023-09-02,2023-09-09,2843.85,2227.1,45999.0,1224.0,33.0,3.0,842.66,2.6609,0.2451,1.82,742.37,927.96,Completed,Q3,2023.0,1.7,50.13,17.82,-62.16
CAMP_0018,,Lead Generation,SEO,Young Adults 18-25,Latin America,2022-03-15,2022-08-12,50492.91,7375.49,271042.0,6767.0,441.0,87.0,3383.26,2.4967,1.2857,1.09,84.78,105.97,Cancelled,Q1,2022.0,3.6,81.31,4.69,-54.13
CAMP_7802,Monsoon Conversion Push - Email 2024,Conversion,Email,Parents,Europe,2024-08-09,2024-09-23,25446.34,23597.79,935263.0,19394.0,1023.0,503.0,50820.72,2.0736,2.5936,1.22,46.91,58.64,Completed,Q3,2024.0,4.7,74.31,7.68,115.36
